NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

NXDOMAIN for jiangnan.edu.cn

2019.jiangnan.edu.cn. 4320 IN A 202.195.147.56
webpub.jiangnan.edu.cn. 4313 IN A 202.195.147.248

optics.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4313 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 4313 IN A 202.195.147.248

optics.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4313 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 4313 IN A 202.195.147.248

optics.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4313 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 4313 IN A 202.195.147.248

optics.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4313 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 4313 IN A 202.195.147.248

pan.jiangnan.edu.cn. 4320 IN CNAME yunpan.jiangnan.edu.cn.
yunpan.jiangnan.edu.cn. 4319 IN A 202.195.147.200

pay.jiangnan.edu.cn. 4320 IN CNAME multiedu.jiangnan.edu.cn.
multiedu.jiangnan.edu.cn. 4313 IN A 202.195.144.147

pay.jiangnan.edu.cn. 4319 IN CNAME multiedu.jiangnan.edu.cn.
multiedu.jiangnan.edu.cn. 4313 IN A 202.195.144.147

pay.jiangnan.edu.cn. 4319 IN CNAME multiedu.jiangnan.edu.cn.
multiedu.jiangnan.edu.cn. 4313 IN A 202.195.144.147

pay.jiangnan.edu.cn. 4319 IN CNAME multiedu.jiangnan.edu.cn.
multiedu.jiangnan.edu.cn. 4313 IN A 202.195.144.147

pay.jiangnan.edu.cn. 4319 IN CNAME multiedu.jiangnan.edu.cn.
multiedu.jiangnan.edu.cn. 4313 IN A 202.195.144.147

pharmbiovslab.jiangnan.edu.cn. 4320 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

poc2014.jiangnan.edu.cn. 4320 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

poffice.jiangnan.edu.cn. 3653 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.249

poffice.jiangnan.edu.cn. 3652 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.249

poffice.jiangnan.edu.cn. 3652 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.249

poffice.jiangnan.edu.cn. 3652 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.249

poffice.jiangnan.edu.cn. 3652 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.249

qmcyzd.jiangnan.edu.cn. 4320 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248

rcei.jiangnan.edu.cn. 4320 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

rcei.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

rcei.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

rcei.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

rcei.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

renshi.jiangnan.edu.cn. 4320 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

renshi.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

renshi.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

renshi.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

renshi.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

renwen.jiangnan.edu.cn. 3654 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2902 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2902 IN A 202.195.147.249

en.renwen.jiangnan.edu.cn. 4320 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

rwb.jiangnan.edu.cn. 30 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2902 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2902 IN A 202.195.147.248

sbc.jiangnan.edu.cn. 4320 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

sbc.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

sbc.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

sbc.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

sbc.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

scc.jiangnan.edu.cn. 4320 IN A 202.195.145.85

science.jiangnan.edu.cn. 30 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248

science.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248

science.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248

science.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248

science.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248

service.jiangnan.edu.cn. 4320 IN A 202.195.144.104

service.jiangnan.edu.cn. 4319 IN A 202.195.144.104

service.jiangnan.edu.cn. 4319 IN A 202.195.144.104

service.jiangnan.edu.cn. 4319 IN A 202.195.144.104

shenji.jiangnan.edu.cn. 4320 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248

sic.jiangnan.edu.cn. 871 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249

sic.jiangnan.edu.cn. 870 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249

sic.jiangnan.edu.cn. 870 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249

sic.jiangnan.edu.cn. 870 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249

sic.jiangnan.edu.cn. 870 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249

skc.jiangnan.edu.cn. 30 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.249

skc.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.249

skc.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.249

skc.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.249

skc.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 29 IN A 202.195.147.249

sklf.jiangnan.edu.cn. 3653 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249

sklf.jiangnan.edu.cn. 3652 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249

sklf.jiangnan.edu.cn. 3652 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249

sklf.jiangnan.edu.cn. 3652 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249

sklf.jiangnan.edu.cn. 3652 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2901 IN A 202.195.147.249

smart.jiangnan.edu.cn. 4320 IN A 210.28.16.81

smart.jiangnan.edu.cn. 4319 IN A 210.28.16.81

smart.jiangnan.edu.cn. 4319 IN A 210.28.16.81

sme.jiangnan.edu.cn. 30 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

sme.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

sme.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

sme.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

sme.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

sodcn.jiangnan.edu.cn. 870 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248

sodcn.jiangnan.edu.cn. 869 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248

sodcn.jiangnan.edu.cn. 869 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248

sodcn.jiangnan.edu.cn. 869 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248

sodcn.jiangnan.edu.cn. 869 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248

software.jiangnan.edu.cn. 4320 IN A 202.195.145.209

software.jiangnan.edu.cn. 4319 IN A 202.195.145.209

software.jiangnan.edu.cn. 4319 IN A 202.195.145.209

software.jiangnan.edu.cn. 4319 IN A 202.195.145.209

software.jiangnan.edu.cn. 4319 IN A 202.195.145.209

sport.jiangnan.edu.cn. 30 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

sps.jiangnan.edu.cn. 30 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248

sps.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248

sps.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248

sps.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248

sps.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248

sro.jiangnan.edu.cn. 4320 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248

sro.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248

sro.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248

sro.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248

sro.jiangnan.edu.cn. 4319 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248

mail.stu.jiangnan.edu.cn. 4320 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

mail.stu.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 560 IN A 58.251.81.43
ssl.exmail.qq.com. 560 IN A 58.250.136.39

studyabroad.jiangnan.edu.cn. 30 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

studyabroad.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

studyabroad.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

studyabroad.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

studyabroad.jiangnan.edu.cn. 29 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

syjxzx.jiangnan.edu.cn. 4320 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4312 IN A 202.195.147.249

sywz.jiangnan.edu.cn. 1378 IN A 202.195.144.237

tiyu.jiangnan.edu.cn. 4320 IN A 202.195.145.171

tjxt.jiangnan.edu.cn. 4320 IN CNAME multiedu.jiangnan.edu.cn.
multiedu.jiangnan.edu.cn. 4312 IN A 202.195.144.147

tongzhan.jiangnan.edu.cn. 3652 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

tuanwei.jiangnan.edu.cn. 870 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

tuanwei.jiangnan.edu.cn. 869 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

tuanwei.jiangnan.edu.cn. 869 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

tuanwei.jiangnan.edu.cn. 869 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

tuanwei.jiangnan.edu.cn. 869 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

NXDOMAIN for vip.jiangnan.edu.cn

NXDOMAIN for vip.jiangnan.edu.cn

NXDOMAIN for vip.jiangnan.edu.cn

NXDOMAIN for vip.jiangnan.edu.cn

NXDOMAIN for vip.jiangnan.edu.cn

NXDOMAIN for vip.jiangnan.edu.cn

NXDOMAIN for vip.jiangnan.edu.cn

NXDOMAIN for vip.jiangnan.edu.cn

NXDOMAIN for vip.jiangnan.edu.cn

NXDOMAIN for vip.jiangnan.edu.cn

mail.vip.jiangnan.edu.cn. 4320 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

mail.vip.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

mail.vip.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

mail.vip.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

mail.vip.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

mail.vip.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

mail.vip.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

mail.vip.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

mail.vip.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

mail.vip.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

mail.vip.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

mail.vip.jiangnan.edu.cn. 4319 IN CNAME ssl.exmail.qq.com.
ssl.exmail.qq.com. 559 IN A 58.251.81.43
ssl.exmail.qq.com. 559 IN A 58.250.136.39

vpn1.jiangnan.edu.cn. 1043 IN A 61.160.108.249

vpn1.jiangnan.edu.cn. 1042 IN A 61.160.108.249

vpn1.jiangnan.edu.cn. 1042 IN A 61.160.108.249

vpn1.jiangnan.edu.cn. 1042 IN A 61.160.108.249

vpn1.jiangnan.edu.cn. 1042 IN A 61.160.108.249

webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 2900 IN A 202.195.147.249

webzs.jiangnan.edu.cn. 4320 IN A 202.195.147.251
webzs.jiangnan.edu.cn. 4320 IN A 202.195.147.252

wuxisx.jiangnan.edu.cn. 4320 IN CNAME webpub.jiangnan.edu.cn.
webpub.jiangnan.edu.cn. 4311 IN A 202.195.147.248
webpub.jiangnan.edu.cn. 4311 IN A 202.195.147.249

www.jiangnan.edu.cn. 2850 IN CNAME 8b75432afc0d473a.cname.365cyd.cn.
8b75432afc0d473a.cname.365cyd.cn. 29 IN A 118.212.233.160
8b75432afc0d473a.cname.365cyd.cn. 29 IN A 1.31.128.212

www.jiangnan.edu.cn. 2849 IN CNAME 8b75432afc0d473a.cname.365cyd.cn.
8b75432afc0d473a.cname.365cyd.cn. 29 IN A 118.212.233.160
8b75432afc0d473a.cname.365cyd.cn. 29 IN A 1.31.128.212

www.jiangnan.edu.cn. 2849 IN CNAME 8b75432afc0d473a.cname.365cyd.cn.
8b75432afc0d473a.cname.365cyd.cn. 29 IN A 118.212.233.160
8b75432afc0d473a.cname.365cyd.cn. 29 IN A 1.31.128.212

